player_name,name_in_home_country,date_of_birth,place_of_birth,age,height,citizenship,position,foot,player_agent,current_club,joined,contract_expires,date_of_last_contract_extension,outfitter,twitter,facebook,instagram,website,player_valuation,max_player_valuation,max_player_valuation_date,URL,query_date,tik_tok,on_loan_from,contract_there_expires,full_name,contract_option,x2nd_club
Willian Oliveira,NA,1993-05-16,Junqueirópolis,30,1.79,Brazil,midfield - Defensive Midfield,right,Marcio Bittencourt ...,Goiás EC,2023-01-01,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/w_oliveira15/,NA,NA,NA,2023-04-07,https://www.transfermarkt.com/willian-oliveira/profil/spieler/252900,2023-07-29,NA,NA,NA,Willian Osmar de Oliveira Silva,NA,NA
Zé Ricardo,NA,1999-02-03,Rio de Janeiro,24,1.8,Brazil,midfield - Defensive Midfield,right,Brazil Soccer,Tombense Futebol Clube (MG),2022-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-07,https://www.transfermarkt.com/ze-ricardo/profil/spieler/600549,2023-07-29,NA,NA,NA,José Ricardo Araújo Fernandes,NA,NA
Nathan Melo,NA,2001-03-20,Goiânia,22,1.86,Brazil,midfield - Defensive Midfield,right,NA,ABC Futebol Clube (RN),2023-07-27,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-06,https://www.transfermarkt.com/nathan-melo/profil/spieler/880248,2023-07-29,NA,Goiás EC,"Dec 31, 2023",Nathan Melo Silva,NA,NA
Diego,NA,1995-10-31,Macaé,27,1.75,Brazil,midfield - Central Midfield,right,Casa Soccer/EL,Goiás EC,2021-05-14,2024-12-31,NA,NA,NA,NA,NA,NA,1000000,1000000,2023-04-07,https://www.transfermarkt.com/diego/profil/spieler/548846,2023-07-29,NA,NA,NA,Jackson Diego Ibraim Fagundes,NA,NA
Everton Morelli,NA,1997-11-04,Batatais,25,1.85,Brazil,midfield - Central Midfield,right,NA,Goiás EC,2023-03-31,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-07,https://www.transfermarkt.com/everton-morelli/profil/spieler/525256,2023-07-29,NA,Maringá FC,"Nov 30, 2025",Everton Morelli Casimiro,NA,NA
Jhonny Lucas,NA,2000-02-21,Curitiba,23,1.7,Brazil,midfield - Central Midfield,right,Lipatin Sports,Esporte Clube Vitória,2023-07-11,2023-11-30,NA,NA,NA,NA,http://www.instagram.com/jhonnylucas/,NA,NA,NA,2018-05-23,https://www.transfermarkt.com/jhonny-lucas/profil/spieler/540990,2023-07-29,NA,Goiás EC,"Dec 31, 2024",Jhonny Lucas Flora Barboza,NA,NA
Fellipe Bastos,NA,1990-02-01,Rio de Janeiro,33,1.78,Brazil,midfield - Central Midfield,right,Carlos Leite,Avaí FC,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,1750000,2015-05-31,https://www.transfermarkt.com/fellipe-bastos/profil/spieler/31127,2023-07-29,NA,NA,NA,Fellipe Ramos Ignez Bastos,NA,NA
Guilherme,NA,1991-05-21,Três Rios,32,1.74,Brazil,midfield - Attacking Midfield,left,Think Ball & Sports ...,Goiás EC,2023-03-31,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/guicostamarques6/,NA,1200000,4000000,2018-06-07,https://www.transfermarkt.com/guilherme/profil/spieler/139607,2023-07-29,NA,NA,NA,Guilherme Costa Marques,NA,NA
Julián Palacios,NA,1999-02-04,General Pico,24,1.72,Argentina,midfield - Attacking Midfield,right,Eleven Talent Group,Atlético Clube Goianiense,2023-07-27,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/juuli_palaciios/,NA,NA,NA,2021-02-08,https://www.transfermarkt.com/julian-palacios/profil/spieler/728262,2023-07-29,NA,CA San Lorenzo de Almagro,"Dec 31, 2024",NA,NA,NA
Ariel,NA,1998-07-04,Erechim,25,1.78,Brazil,midfield - Attacking Midfield,right,Eleven Soccer,Londrina Esporte Clube (PR),2023-07-13,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-07,https://www.transfermarkt.com/ariel/profil/spieler/980864,2023-07-29,NA,Goiás EC,"Dec 31, 2024",Ariel Felipe Gomes da Rosa,NA,NA
Matheusinho,NA,NA,São Paulo,25,1.76,Brazil,Attack - Right Winger,left,Eleven Soccer,Mirassol Futebol Clube (SP),2023-07-27,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-19,https://www.transfermarkt.com/matheus-santos/profil/spieler/688773,2023-07-29,NA,Goiás EC,"Dec 31, 2024",Matheus Santos Soares,NA,NA
Vinícius,NA,1993-08-03,São Paulo,29,1.79,Brazil,Attack - Left Winger,right,Bruno Serafim,Goiás EC,2022-07-26,2025-12-31,NA,NA,NA,NA,NA,NA,1200000,1500000,2022-11-14,https://www.transfermarkt.com/vinicius/profil/spieler/146020,2023-07-29,NA,NA,NA,Vinícius Santos Silva,NA,NA
Diego Gonçalves,NA,1994-07-22,Guarujá,29,1.82,Brazil,Attack - Left Winger,right,ADM Esporte,Goiás EC,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-03,https://www.transfermarkt.com/diego-goncalves/profil/spieler/405720,2023-07-29,NA,Mirassol Futebol Clube (SP),"Jun 30, 2024",Diego Gonçalves,NA,NA
Luiz Filipe,NA,2001-05-28,Carmésia,22,1.74,Brazil,Attack - Right Winger,right,ADRIANO SPORTS,Clube Atlético Mineiro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-19,https://www.transfermarkt.com/luiz-filipe/profil/spieler/837534,2023-07-29,NA,NA,NA,Luiz Filipe dos Reis Silva,NA,NA
Alesson,NA,1999-02-16,Guarulhos,24,1.73,Brazil,Attack - Right Winger,right,AGON,Goiás EC,2023-01-01,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/99alesson/,NA,NA,NA,2021-12-03,https://www.transfermarkt.com/alesson/profil/spieler/480225,2023-07-29,NA,Vila Nova Futebol Clube (GO),"Dec 31, 2024",Alesson dos Santos Batista,NA,NA
Pedro Junqueira,NA,2004-03-23,Nerópolis,19,1.82,Brazil,Attack - Right Winger,right,Dut's Mkt,Goiás EC,2022-01-01,2027-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-14,https://www.transfermarkt.com/pedro-junqueira/profil/spieler/1022057,2023-07-29,NA,NA,NA,Pedro Junqueira de Oliveira,NA,NA
Matheus Peixoto,NA,1995-11-16,Rio de Janeiro,27,1.9,Brazil,Attack - Centre-Forward,right,Marcio Bittencourt ...,Atlético Clube Goianiense,2023-07-27,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/matheuspeixoto9/,NA,1500000,1500000,2021-12-06,https://www.transfermarkt.com/matheus-peixoto/profil/spieler/518361,2023-07-29,NA,Metalist Kharkiv,"Jun 30, 2026",Matheus Vieira Campos Peixoto,NA,NA
Gabriel Novaes,NA,1999-04-05,São Paulo,24,1.83,Brazil,Attack - Centre-Forward,right,NA,Goiás EC,2023-02-03,2023-12-31,NA,Nike,NA,NA,http://www.instagram.com/gabrielnovaes_99/,NA,1400000,1400000,2021-12-17,https://www.transfermarkt.com/gabriel-novaes/profil/spieler/649055,2023-07-29,NA,Red Bull Bragantino,"May 1, 2026",Gabriel Novaes Fernandes,NA,NA
Philippe Costa,NA,2000-03-01,Goiânia,23,1.88,Brazil,Attack - Centre-Forward,right,SB SPORT,Goiás EC,2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-07,https://www.transfermarkt.com/philippe-costa/profil/spieler/585347,2023-07-29,NA,NA,NA,Philippe Almeida Costa,NA,NA
Lucas Emmanuel,NA,2001-06-07,Santana,22,1.85,Brazil,Attack - Centre-Forward,left,NA,Without Club,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-06,https://www.transfermarkt.com/lucas-emmanuel/profil/spieler/863119,2023-07-29,NA,NA,NA,Lucas Emmanuel Araújo Macedo,NA,NA
Breno Herculano,NA,1999-02-16,Vitória,24,1.89,Brazil,Attack - Centre-Forward,right,NA,Goiás EC,2022-08-01,2025-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-19,https://www.transfermarkt.com/breno-herculano/profil/spieler/978480,2023-07-29,NA,NA,NA,Breno Herculano Almeida,NA,NA
Walter,NA,1987-11-18,Jaú,35,1.88,Brazil Italy,Goalkeeper,right,NA,Cuiabá Esporte Clube (MT),2022-01-01,2024-12-31,2022-11-21,NA,http://twitter.com/walterartune27,NA,http://www.instagram.com/walterartune27/,NA,NA,1500000,2016-11-28,https://www.transfermarkt.com/walter/profil/spieler/269860,2023-07-29,NA,NA,NA,Walter Leandro Capeloza Artune,NA,NA
João Carlos,NA,1988-04-06,Paranavaí,35,1.91,Brazil,Goalkeeper,right,NA,Cuiabá Esporte Clube (MT),2020-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,1000000,2016-05-27,https://www.transfermarkt.com/joao-carlos/profil/spieler/68408,2023-07-29,NA,NA,NA,João Carlos Heidemann,NA,NA
Vinicius Barreta,NA,1999-04-16,Lages,24,1.9,Brazil Italy,Goalkeeper,right,Jose Renato Martinez,Cuiabá Esporte Clube (MT),2022-01-21,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-06,https://www.transfermarkt.com/vinicius-barreta/profil/spieler/530392,2023-07-29,NA,NA,NA,Vinicius Teodoro Barreta Melo,NA,NA
Alan Empereur,NA,1994-03-10,Ipatinga,29,1.86,Brazil Italy,Defender - Centre-Back,left,Rivorelli Sports,Cuiabá Esporte Clube (MT),2021-09-01,2024-12-31,2023-01-09,adidas,NA,NA,http://www.instagram.com/alanempereur/,NA,NA,1000000,2020-08-25,https://www.transfermarkt.com/alan-empereur/profil/spieler/169179,2023-07-29,NA,NA,NA,Alan Pereira Empereur,NA,NA
Marllon,NA,1992-04-16,Rio de Janeiro,31,1.86,Brazil,Defender - Centre-Back,right,Casa Soccer/EL,Cuiabá Esporte Clube (MT),2021-03-08,2023-12-31,2022-08-17,NA,NA,NA,http://www.instagram.com/marllonb/,NA,NA,NA,2018-05-23,https://www.transfermarkt.com/marllon/profil/spieler/166032,2023-07-29,NA,NA,NA,Marllon Gonçalves Jerônimo Borges,NA,NA
Allyson,NA,1990-10-23,São Paulo,32,1.84,Brazil,Defender - Centre-Back,right,Jose Renato Martinez,Cuiabá Esporte Clube (MT),2023-04-07,2024-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-04,https://www.transfermarkt.com/allyson/profil/spieler/390695,2023-07-29,NA,NA,NA,Allyson Aires dos Santos,NA,NA
Vitão,NA,2000-09-17,Cuiabá,22,1.94,Brazil,Defender - Centre-Back,right,HABILIS SPORTS,Cuiabá Esporte Clube (MT),2023-03-20,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-07,https://www.transfermarkt.com/vitao/profil/spieler/982039,2023-07-29,NA,Aruko Sports Brasil,-,Victor Matheus dos Santos Gonçalves,Option to buy,NA
João Maranini,NA,2002-07-20,Cuiabá,21,1.88,Brazil,Defender - Centre-Back,both,LIFEPRO,Botafogo FC,2023-07-14,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-25,https://www.transfermarkt.com/joao-maranini/profil/spieler/999797,2023-07-29,NA,Cuiabá Esporte Clube (MT),"Dec 31, 2024",João Victor Araújo Maranini,NA,NA
Uendel,NA,1988-10-08,Araranguá,34,1.79,Brazil,Defender - Left-Back,left,Elenko Sports Ltda.,Cuiabá Esporte Clube (MT),2021-03-22,2023-12-31,2022-11-18,NA,NA,NA,NA,NA,NA,3000000,2017-10-30,https://www.transfermarkt.com/uendel/profil/spieler/74747,2023-07-29,NA,NA,NA,Uendel Pereira Gonçalves,NA,NA
Rikelme,NA,2003-07-16,Cuiabá,20,1.84,Brazil,Defender - Left-Back,left,NA,Cuiabá Esporte Clube (MT),2023-01-01,2025-12-31,NA,NA,NA,NA,NA,NA,1000000,1000000,2023-07-25,https://www.transfermarkt.com/rikelme/profil/spieler/862358,2023-07-29,NA,NA,NA,Rikelme Hernandes Amorim Rocha,NA,NA
Juan Tavares,NA,2002-04-25,Nova Lima,21,1.79,Brazil,Defender - Left-Back,left,NA,Cuiabá Esporte Clube (MT),2023-04-14,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-19,https://www.transfermarkt.com/juan-tavares/profil/spieler/933879,2023-07-29,NA,NA,NA,Juan Pablo Vilela Tavares,NA,NA
Patric Calmon,NA,1994-07-05,Madre de Deus,29,1.81,Brazil,Defender - Left-Back,left,NA,Cuiabá Esporte Clube (MT),2023-04-10,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-25,https://www.transfermarkt.com/patric-calmon/profil/spieler/373192,2023-07-29,NA,NA,NA,Itaro Patric Cardoso Calmon,NA,NA
Matheusinho,NA,1998-10-07,Magé,24,1.75,Brazil,Defender - Right-Back,right,MACAR SPORTS,Cuiabá Esporte Clube (MT),2023-01-20,2027-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-25,https://www.transfermarkt.com/matheusinho/profil/spieler/870778,2023-07-29,NA,NA,NA,Matheus da Silva Duarte,NA,NA
Matheus Alexandre,NA,1999-04-07,Marília,24,1.88,Brazil,Defender - Right-Back,right,Casa Soccer/EL,Cuiabá Esporte Clube (MT),2023-01-01,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-25,https://www.transfermarkt.com/matheus-alexandre/profil/spieler/617687,2023-07-29,NA,NA,NA,Matheus Alexandre Anastácio de Souza,NA,NA
Raniele,NA,1996-12-31,Baixa Grande,26,1.84,Brazil,midfield - Defensive Midfield,right,NA,Cuiabá Esporte Clube (MT),2023-03-31,2026-12-31,NA,NA,NA,NA,NA,NA,1000000,1000000,2022-08-19,https://www.transfermarkt.com/raniele/profil/spieler/546530,2023-07-29,NA,NA,NA,Raniele Almeida Melo,NA,NA
Ronald,NA,1997-06-18,Belford Roxo,26,1.71,Brazil,midfield - Defensive Midfield,right,Bertolucci Sports,Cuiabá Esporte Clube (MT),2023-02-17,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-17,https://www.transfermarkt.com/ronald/profil/spieler/688684,2023-07-29,NA,Fortaleza Esporte Clube,"Dec 31, 2024",Ronald dos Santos Lopes,NA,NA
Filipe Augusto,NA,1993-08-12,Itambé,29,1.83,Brazil,midfield - Defensive Midfield,left,Kiraht Sports,Cuiabá Esporte Clube (MT),2023-02-24,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/_filipeaugusto/,NA,NA,2000000,2013-07-02,https://www.transfermarkt.com/filipe-augusto/profil/spieler/212899,2023-07-29,NA,NA,NA,Filipe Augusto Carvalho Souza,NA,NA
Ricardo Cerqueira,NA,2002-12-29,Feira de Santana,20,1.84,Brazil,midfield - Central Midfield,right,NA,Cuiabá Esporte Clube (MT),2023-01-20,2027-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-25,https://www.transfermarkt.com/ricardo-cerqueira/profil/spieler/1066523,2023-07-29,NA,NA,NA,José Ricardo Batista Cerqueira,NA,NA
Fernando Sobral,NA,1994-12-17,Sobral,28,1.78,Brazil,midfield - Central Midfield,right,no agent,Cuiabá Esporte Clube (MT),2023-01-01,2026-12-31,NA,NA,NA,NA,http://www.instagram.com/fernandosobral0/,NA,2000000,2000000,2021-12-17,https://www.transfermarkt.com/fernando-sobral/profil/spieler/350342,2023-07-29,NA,NA,NA,Fernando Pereira do Nascimento,NA,NA
Pablo Ceppelini,Pablo Daniel Ceppelini Gatto,1991-09-11,Montevideo,31,1.79,Uruguay Italy,midfield - Attacking Midfield,right,Carlos Villalba ...,Cuiabá Esporte Clube (MT),2023-01-06,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/pablo_ceppelini/,NA,NA,3000000,2011-02-28,https://www.transfermarkt.com/pablo-ceppelini/profil/spieler/159773,2023-07-29,NA,NA,NA,NA,Option for a further year,NA
Denilson,NA,2001-03-23,Nazaré do Piauí,22,1.8,Brazil,midfield - Attacking Midfield,right,M9 Sports,Cuiabá Esporte Clube (MT),2023-01-13,2027-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-25,https://www.transfermarkt.com/denilson/profil/spieler/808507,2023-07-29,NA,NA,NA,Denilson Alves Borges,NA,NA
Nicolás Quagliata,Nicolás Quagliata Platero,1999-06-05,Montevideo,24,1.71,Uruguay Italy,Attack - Left Winger,right,GBG Global Business ...,Cuiabá Esporte Clube (MT),2023-03-10,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/nicolasquagliata10/,NA,1500000,1500000,2022-11-07,https://www.transfermarkt.com/nicolas-quagliata/profil/spieler/733083,2023-07-29,NA,PAOK Thessaloniki,"Jun 30, 2026",NA,Option to buy,NA
Emerson Negueba,NA,2000-11-24,Boqueirão,22,1.75,Brazil,Attack - Right Winger,right,Casa Soccer/EL,Cuiabá Esporte Clube (MT),2023-03-31,2026-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-03,https://www.transfermarkt.com/emerson-negueba/profil/spieler/858495,2023-07-29,NA,NA,NA,Emerson Ramon Bezerra Oliveira,NA,NA
Gabryel Freitas,NA,2002-10-28,Santana de Parnaíba,20,1.68,Brazil,Attack - Left Winger,right,Casa Soccer/EL,Cuiabá Esporte Clube (MT),2023-01-01,2026-12-31,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-25,https://www.transfermarkt.com/gabryel-freitas/profil/spieler/973567,2023-07-29,NA,NA,NA,Gabryel Vinicius Araújo Freitas,NA,NA
Jonathan Cafu,NA,1991-07-10,Piracicaba,32,1.75,Brazil Bulgaria,Attack - Right Winger,right,Casa Soccer/EL,Cuiabá Esporte Clube (MT),2022-04-08,2023-12-31,2022-12-12,NA,NA,NA,NA,NA,NA,10000000,2017-01-28,https://www.transfermarkt.com/jonathan-cafu/profil/spieler/347100,2023-07-29,NA,Sport Club Corinthians Paulista,"Dec 31, 2023",Jonathan Renato Barbosa,NA,NA
Wellington Silva,NA,1993-01-06,Rio de Janeiro,30,1.7,Brazil Spain,Attack - Right Winger,right,Velop4 Sports Ltd.,Cuiabá Esporte Clube (MT),2023-02-17,2023-12-31,NA,NA,http://twitter.com/wellingtonsilva,http://www.facebook.com/OficialWellingtonSilva,http://www.instagram.com/wsilva11/,NA,NA,2000000,2015-07-01,https://www.transfermarkt.com/wellington-silva/profil/spieler/121990,2023-07-29,NA,NA,NA,Wellington Alves da Silva,NA,NA
Isidro Pitta,Isidro Miguel Pitta Saldívar,1999-08-14,Asunción,23,1.83,Paraguay,Attack - Centre-Forward,right,NA,Cuiabá Esporte Clube (MT),2023-01-01,2026-12-31,NA,NA,NA,NA,NA,NA,2500000,2500000,2023-04-07,https://www.transfermarkt.com/isidro-pitta/profil/spieler/675178,2023-07-29,NA,NA,NA,NA,NA,NA
Deyverson,NA,1991-05-08,Santa Margarida,32,1.87,Brazil,Attack - Centre-Forward,left,OF,Cuiabá Esporte Clube (MT),2022-08-05,2024-12-31,NA,adidas,NA,NA,http://instagram.com/deyverson?utm_medium=copy_link,NA,1000000,5000000,2017-01-24,https://www.transfermarkt.com/deyverson/profil/spieler/243541,2023-07-29,NA,NA,NA,Deyverson Brum Silva Acosta,NA,NA
Iury Castilho,NA,1995-09-06,Rio de Janeiro,27,1.85,Brazil,Attack - Centre-Forward,right,NA,Esporte Clube Vitória,2023-07-26,NA,NA,NA,NA,NA,http://www.instagram.com/iurylirio95/,NA,NA,NA,2021-12-03,https://www.transfermarkt.com/iury-castilho/profil/spieler/366450,2023-07-29,NA,NA,NA,Iury Lirio Freitas de Castilho,NA,NA
Franco Armani,NA,1986-10-16,Casilda,36,1.89,Argentina,Goalkeeper,right,NICOLAS PETROPULOS,CA River Plate,2018-01-03,2024-12-31,2022-02-16,NA,NA,NA,http://www.instagram.com/francoarmani34/,NA,2200000,7500000,2018-12-18,https://www.transfermarkt.com/franco-armani/profil/spieler/119634,2023-07-29,NA,NA,NA,NA,NA,NA
Ezequiel Centurión,NA,1997-05-20,Cipolletti,26,1.84,Argentina,Goalkeeper,right,NA,CA River Plate,2022-01-01,2024-12-31,2022-05-24,NA,NA,NA,http://www.instagram.com/ezecenturion/,NA,NA,NA,2022-10-26,https://www.transfermarkt.com/ezequiel-centurion/profil/spieler/626917,2023-07-29,NA,NA,NA,NA,NA,NA
Franco Petroli,NA,1998-06-11,Avellaneda,25,1.87,Argentina,Goalkeeper,left,NA,AA Estudiantes (Río Cuarto),2023-06-05,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/francopetroli/,NA,NA,NA,2018-12-18,https://www.transfermarkt.com/franco-petroli/profil/spieler/401587,2023-07-29,NA,CA River Plate,"Dec 31, 2024",NA,NA,NA
Paulo Díaz,Paulo César Díaz Huincales,1994-08-25,Santa Cruz,28,1.82,Chile,Defender - Centre-Back,right,UNOSPORTS,CA River Plate,2019-08-01,2024-12-31,2022-01-09,NA,NA,NA,http://www.instagram.com/paulodiaz17/,NA,4000000,8000000,2019-06-01,https://www.transfermarkt.com/paulo-diaz/profil/spieler/271478,2023-07-29,NA,NA,NA,NA,NA,NA
Emanuel Mammana,Emanuel Hernán Mammana,1996-02-10,Merlo,27,1.83,Argentina,Defender - Centre-Back,right,Eleven Talent Group,CA River Plate,2022-01-10,2023-12-31,2022-11-04,NA,NA,NA,http://www.instagram.com/emanuel_mammana24/,NA,4000000,12000000,2018-06-06,https://www.transfermarkt.com/emanuel-mammana/profil/spieler/275512,2023-07-29,NA,NA,NA,NA,Option for a further year,NA
Robert Rojas,Robert Samuel Rojas Chávez,1996-04-30,Concepción,27,1.76,Paraguay,Defender - Centre-Back,right,EagleEye,CA River Plate,2019-01-16,2024-12-31,2021-03-04,NA,NA,NA,http://www.instagram.com/robert_259/,NA,3500000,5300000,2021-02-08,https://www.transfermarkt.com/robert-rojas/profil/spieler/527494,2023-07-29,NA,NA,NA,NA,NA,NA
David Martínez,Héctor David Martínez,1998-01-21,Buenos Aires,25,1.85,Paraguay Argentina,Defender - Centre-Back,left,NA,CA River Plate,2023-01-01,2024-12-31,NA,NA,NA,NA,http://www.instagram.com/david_martinez_98/,NA,3000000,6500000,2021-10-20,https://www.transfermarkt.com/david-martinez/profil/spieler/401576,2023-07-29,NA,NA,NA,NA,NA,NA
Leandro González Pírez,Leandro Martín González Pírez,1992-02-26,Buenos Aires,31,1.86,Argentina Portugal,Defender - Centre-Back,right,Hernan Berman,CA River Plate,2022-01-10,2023-12-31,NA,NA,NA,NA,http://www.instagram.com/leanpirez/,NA,1200000,2600000,2016-02-06,https://www.transfermarkt.com/leandro-gonzalez-pirez/profil/spieler/113130,2023-07-29,NA,Inter Miami CF,"Dec 31, 2024",NA,Option to buy,NA
Jonatan Maidana,Jonatan Ramón Maidana,NA,Adrogué,38,1.85,Argentina Italy,Defender - Centre-Back,right,Global 11,CA River Plate,2021-02-13,2023-12-31,2022-12-30,NA,NA,NA,http://www.instagram.com/jonimaidana02/,NA,NA,4000000,2016-02-06,https://www.transfermarkt.com/jonatan-maidana/profil/spieler/39095,2023-07-29,NA,NA,NA,NA,NA,NA
Enzo Díaz,Enzo Hernán Díaz,1995-12-07,Las Toscas,27,1.75,Argentina,Defender - Left-Back,left,PROSPORTS Argentina,CA River Plate,2023-01-21,2025-12-31,NA,NA,NA,NA,http://www.instagram.com/enzodiaz.15/,NA,4500000,4500000,2021-10-20,https://www.transfermarkt.com/enzo-diaz/profil/spieler/540458,2023-07-29,NA,NA,NA,NA,NA,NA
Elías Gómez,Elías José Gómez,1994-06-09,Granadero Baigorria,29,1.74,Argentina,Defender - Left-Back,left,Score Futbol,CA River Plate,2022-01-27,2025-12-31,NA,NA,NA,NA,http://www.instagram.com/eliasgomez.24/,NA,1000000,3500000,2021-10-20,https://www.transfermarkt.com/elias-gomez/profil/spieler/302139,2023-07-29,NA,NA,NA,NA,NA,NA
Milton Casco,Milton Óscar Casco,1988-04-11,María Grande,35,1.69,Argentina,Defender - Left-Back,right,WIN GOL,CA River Plate,2015-09-10,2025-12-31,2022-09-13,NA,NA,NA,http://www.instagram.com/milton._casco/,NA,1000000,3500000,2017-10-09,https://www.transfermarkt.com/milton-casco/profil/spieler/115183,2023-07-29,NA,NA,NA,NA,NA,NA
Andrés Herrera,Marcelo Andrés Herrera Mansilla,1998-11-03,Corrientes,24,1.78,Argentina,Defender - Right-Back,right,Gustavo Lescovich,CA River Plate,2022-02-08,2025-12-31,NA,NA,NA,NA,http://www.instagram.com/herreraandres4/,NA,2000000,5000000,2019-08-06,https://www.transfermarkt.com/andres-herrera/profil/spieler/621369,2023-07-29,NA,NA,NA,NA,NA,NA
Matías Kranevitter,Claudio Matías Kranevitter,1993-05-21,San Miguel de Tucumán,30,1.78,Argentina Italy,midfield - Defensive Midfield,right,Hernan Berman,CA River Plate,2023-01-01,2025-12-31,NA,NA,NA,NA,http://www.instagram.com/mkranevitter5/,NA,2500000,8000000,2017-10-02,https://www.transfermarkt.com/matias-kranevitter/profil/spieler/240900,2023-07-29,NA,NA,NA,NA,NA,NA
Bruno Zuculini,NA,1993-04-02,Escobar,30,1.82,Argentina Italy,midfield - Defensive Midfield,right,no agent,CA River Plate,2018-01-29,2023-12-31,2022-01-10,NA,NA,NA,http://www.instagram.com/brunozuculini5/,NA,1500000,4000000,2014-02-10,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507,2023-07-29,NA,NA,NA,NA,NA,NA
Enzo Pérez,Enzo Nicolás Pérez,1986-02-22,Mendoza,37,1.79,Argentina,midfield - Defensive Midfield,right,B1G Talent,CA River Plate,2017-07-01,2023-12-31,2021-04-21,Under Armour,NA,NA,http://www.instagram.com/enzonicolasperez35/,NA,1000000,25000000,2015-01-23,https://www.transfermarkt.com/enzo-perez/profil/spieler/56066,2023-07-29,NA,NA,NA,NA,NA,NA
Nicolás de la Cruz,Diego Nicolás de la Cruz Arcosa,1997-06-01,Montevideo,26,1.67,Uruguay Argentina,midfield - Central Midfield,right,Paco Casal,CA River Plate,2017-08-15,2025-12-31,2022-11-11,NA,http://twitter.com/Nicodelacruz10,NA,http://instagram.com/nicodelacruz10/,NA,11000000,18000000,2021-02-08,https://www.transfermarkt.com/nicolas-de-la-cruz/profil/spieler/397458,2023-07-29,NA,NA,NA,NA,NA,NA
José Paradela,José Antonio Paradela,1998-12-15,Buenos Aires,24,1.8,Argentina,midfield - Central Midfield,left,NA,CA River Plate,2021-02-15,2025-12-31,2023-03-11,adidas,NA,NA,http://www.instagram.com/joseparadela1/,NA,3200000,3500000,2023-04-05,https://www.transfermarkt.com/jose-paradela/profil/spieler/639152,2023-07-29,NA,NA,NA,NA,NA,NA
Rodrigo Aliendro,NA,1991-02-16,Merlo,32,1.73,Argentina,midfield - Central Midfield,right,NA,CA River Plate,2022-06-27,2025-12-31,NA,NA,NA,NA,http://www.instagram.com/peti.aliendro/,NA,2000000,2500000,2021-10-20,https://www.transfermarkt.com/rodrigo-aliendro/profil/spieler/424045,2023-07-29,NA,NA,NA,NA,NA,NA
Tomás Castro Ponce,Tomás Ezequiel Castro Ponce,2001-03-03,Concarán,22,1.86,Argentina,midfield - Right Midfield,right,Hernan Berman,CA River Plate,2023-01-01,2025-12-31,2023-03-10,NA,NA,NA,http://www.instagram.com/tomascastrop01/,NA,NA,NA,2022-10-26,https://www.transfermarkt.com/tomas-castro-ponce/profil/spieler/836491,2023-07-29,NA,NA,NA,NA,NA,NA
